id	ko
din_nest_sh	응. 같은 무늬의 알을 찾아서\n가져오자.
din_trio_hint_so	저 녀석들, 가끔 돌진해 온다고!
din_trio_hint_sh	머리를 흔들면 돌진해 올 거야!
din_cacti_hint_so	선인장에 찔리면 아프겠는데!
din_cacti_hint_sh	선인장을 조심해!
din_boat_hint_so	좌우로 기울여서\n방향을 바꾸는 거야!
din_boat_hint_sh	좌우로 기울여서\n방향을 바꾸는 거야!
din_damage_hint_so	아야!
din_damage_hint_sh	괜찮아, 소닉!?
din_ball_hint_sh	철구에 맞으면 물에 빠지고 말 거야!
din_ball_hint_so	철구에 맞으면 한 방에 끝나겠는데.
din_positioning_hint_so	저 위치에서는 공격하기 까다롭겠어.
din_positioning_hint_sh	적의 공격을 이용하는 거야, 소닉!
din_attack_hint_so	녀석의 공격을 역으로 이용해 볼까!
din_attack_hint_sh	저 녀석의 공격을 이용해서\n건너갈 수 있지 않을까?
din_seed_hint_so	녀석이 뱉는 씨앗은\n호밍 어택으로 부술 수 있겠어!
din_seed_hint_sh	저 녀석이 뱉는 씨앗은\n호밍 어택으로 부술 수 있는 것 같아!
din_pot_hint_so	저걸 타고 건너가 볼까.
din_pot_hint_sh	저 항아리를 타고\n건너갈 수 있지 않을까?
din_boulder_hint_so	녀석한테 저 바위를 부숴 달라고 해 볼까!
din_boulder_hint_sh	저 녀석을 유인해 바위를 물게 하면\n부술 수 있지 않을까?
din_flower_hint_so	꽃이 닫혀 있을 때는\n공격이 안 통하는 것 같아.
din_flower_hint_sh	꽃이 닫혀 있을 때는\n공격이 안 통해, 소닉!
evil_foundry	이블 파운드리
evil_foundry_description	침식된 작열의 성.
evi_castle_sh	여긴 성인가?
evi_castle_so	평범한 성은 아닌 것 같은데!
evi_golem_so	저 덩치 큰 녀석은 뭐야!?
evi_golem_sh	저렇게 큰 마신은 본 적이 없어!
evi_elevator_sh	소닉, 위를 봐!
evi_elevator_so	이대로 가자, 샤라!
evi_factory_sh	공장의 중심부인 것 같아.
evi_factory_so	저 마신들,\n여기서 만들어진 건가?
evi_vape_sh	우와! 엄청난 열기야!
evi_vape_so	샤라, 녹아 버리지 않게\n조심해!
evi_timer_sh	어서 여기서 탈출해야 해!
evi_timer_so	서두르자, 샤라!
evi_exit_sh	조금만 더 가면 돼, 소닉!
evi_exit_so	출구는 저쪽인가!
evi_hint_furnace_so	저 빨간 거,\n닿으면 뜨겁겠는데.
evi_hint_furnace_sh	저 빨간 탱크,\n만지면 위험해.
evi_hint_golem_so	녀석의 약점은\n높은 곳에 있는 모양이네.
evi_hint_golem_sh	저 마신은 머리가 약점인 것 같아!
evi_hint_golem_height_so	높은 곳에 올라가면\n녀석의 약점을 노릴 수 있어!
evi_hint_golem_height_sh	높은 곳에 올라가면\n마신의 약점을 노릴 수 있어!
evi_hint_golem_deflect_so	녀석이 던지는 탱크,\n되받아칠 수 없을까?
evi_hint_golem_deflect_sh	어떻게든 저 탱크를\n되받아칠 수 없을까?
evi_hint_tank_so	저 탱크, 호밍 어택으로\n날려 버릴 수 없을까?
evi_hint_tank_sh	저 탱크, 호밍 어택으로\n날려 버릴 수 없을까?
evi_hint_door_so	이건 스피드 브레이크로\n부술 수 있겠어.
evi_hint_door_sh	이 문은 스피드 브레이크로\n부술 수 있을 것 같아.
evi_hint_propeller_so	이 프로펠러에는\n닿지 말아야겠어.
evi_hint_propeller_sh	이 프로펠러에\n닿지 않게 조심해.
evi_hint_levitate_so	이걸 타고 위로 올라갈 수 있어!
evi_hint_levitate_sh	이걸 타고 위로 올라갈 수 있겠어!
evi_hint_homing_attack_so	저 기계를 타고 건널 수 있겠어!
evi_hint_homing_attack_sh	저 기계에 호밍 어택을\n쓸 수 있을 것 같아!
evi_hint_hot_so	우와,\n이건 뜨겁겠는데.
evi_hint_hot_sh	이건 만지면 뜨거울 것 같아.
evi_boss_intro_so	제멋대로 날뛰고 말이야…\n따끔하게 혼내 줘야겠네!
evi_boss_intro_sh	조심해, 소닉!\n이프리트는 어린애가 아니야!
evi_boss_prepare_sh	이프리트!\n이제 포기해!
evi_boss_hit_so	좋았어! 어떠냐, 괴물아?\n조금은 반성했어?
evi_boss_hit_sh	해냈어!\n역시 여기가 약점이었구나!
evi_boss_hit2_so	끈질긴 녀석이네.\n덩칫값은 하는군!
evi_boss_hit3_so	제법 효과가 있나 보네.\n슬슬 잠들게 해 주지!
evi_boss_defeat_so	불장난이 너무 지나쳤어!
evi_hint_hand_sh	몸을 받치고 있는 저 손을 공격하면\n상당히 효과가 있지 않을까?
evi_hint_head_sh	이프리트 머리의 빛나는 부분에서\n강한 힘이 느껴져… 분명 저기가 약점이야!
evi_hint_head2_sh	어떻게 해야 이프리트가\n머리를 낮추게 할 수 있을까?
evi_hint_laser_sh	이프리트의 눈에서 나오는 레이저 자체는\n닿아도 괜찮은 것 같아!
evi_hint_water_sh	이프리트가 몸을 가라앉히면 용광로의\n수면이 올라가! 조심해!
levitated_ruin	레비테이티드 루인
levitated_ruin_description	천공을 떠도는 무덤.
lev_sinbad_so	신드바드 한 명 때문에\n굉장히 요란하네.
lev_sinbad_sh	이 세계에서는 영웅인걸!
lev_end_so	저, 저 녀석이 신드바드!?
lev_end_sh	아, 저기!
lev_rescue_so	이런, 정말.
lev_rescue_sh	신드바드 님,\n곧 구해 드릴게요.
lev_rescue_kn	이봐,\n좀 빨리 부탁한다고.
lev_seal_so	흐음,\n그럼 후딱 끝내 볼까.
lev_seal_sh	이 탑의 옥상에 봉인을 푸는\n장치가 있을 거야.
lev_directions_so	그래서, 어떻게 하면 돼?
lev_directions_sh	그 레버를 기울여.
lev_return_so	어라? 원래 있던 곳으로 돌아왔잖아.
lev_return_sh	자, 다음 스위치로 가자.
lev_fun_so	어쩔 수 없네.\n조금만 더 어울려 주지.
lev_fun_sh	잠깐!\n설마 즐기고 있는 건 아니지?
lev_eyes_so	그러고 보니\n그런 전설의 괴물이 있었지.
lev_eyes_sh	조심해!\n눈이 빛나면 석화 공격이 올 거야.
lev_shield_so	내 호밍 어택이 안 통한다고?
lev_shield_sh	저 녀석, 바람으로 몸을 지키고 있어.
lev_hint_wind_so	엄청난 바람이네.\n날아가 버리겠어!
lev_hint_wind_sh	엄청난 풍압이야. 날아가지 않게\n조심해, 소닉!
lev_hint_gargoyle_so	이봐! 저 석상이 움직였어!
lev_hint_gargoyle_sh	저 석상, 방금 움직인 것 같아!
lev_hint_petrify_sh	돌이 되면 [button_action]을 눌러!\n석화를 풀 수 있어!!
lev_hint_chase_so	놓칠 줄 알고!
lev_hint_chase_sh	쫓아가, 소닉!
lev_hint_tag_so	술래잡기는 딴 데 가서 해.
lev_hint_tag_sh	정말, 끝이 없잖아.
lev_hint_ivy_so	덩굴을 타면 저쪽으로\n갈 수 있겠어.
lev_hint_ivy_sh	덩굴을 타면 저쪽으로\n갈 수 있지 않을까?
lev_sandflow_so	모래 흐름을 막으면\n발판으로 쓸 수 있겠어.
lev_sandflow_sh	모래 흐름을 막으면\n발판으로 쓸 수 있을 텐데.
lev_hint_spikes_so	나랑 공중전을 벌이자는 거야?
lev_hint_spikes_sh	뭐야, 이 끈질긴 가시는!
lev_hint_lever1_so	이 레버를 기울이면 되나?
lev_hint_lever1_sh	그 레버를 기울여.
lev_hint_lever2_so	두 개 남았어.
lev_hint_lever2_sh	두 개 남았어.
lev_hint_lever3_so	하나 남았어.
lev_hint_lever3_sh	하나 남았어.
lev_hint_lever4_so	끝!
lev_hint_lever4_sh	이게 마지막이야!
pirate_storm	파이러트 스톰
pirate_storm_description	거친 바다의 성과 해적단.
pir_opening_so	휴가는 물 건너간 모양이네.
pir_opening_sh	바다가 거칠어졌어…
pir_cannon_event_so	좋은 게 있네!
pir_cannon_event_sh	잠깐, 소닉!
pir_cannon_start_so	떨어지지 말라고.
pir_cannonball_jump_so	야호!
pir_cannonball_end_so	모처럼 바다에 왔으니\n신나게 즐겨 보자고!
pir_cannonball_end_sh	정말, 무모하다니까!
pir_grotto_so	휴우~
pir_grotto_sh	우와, 예쁘다…
pir_surf_so	좋아! 이걸 쓰자!
pir_surf_sh	그건 너무 무모해!
pir_surf_jump1_so	하!
pir_surf_jump2_so	이야!
pir_surf_jump3_so	야호!
pir_plan_so	이 정도야 간단하지.
pir_plan_sh	우와아! 어떻게 하려고, 소닉?
pir_doubt_so	뭐, 한번 해 볼까.
pir_doubt_sh	아무리 그래도 이건…
pir_success_so	내가 말했지?\n간단하다고.
pir_success_sh	굉장해, 소닉!
pir_treasure_so	자, 보물을 찾으러 가 볼까.
pir_hint_slip_so	이런, 여기서는 가장자리로\n가지 않는 게 좋겠어.
pir_hint_slip_sh	여기서는 되도록 가장자리로\n가지 않는 게 좋겠어!
pir_hint_barrel_so	저 통에 호밍 어택을\n쓸 수 있겠어.
pir_hint_barrel_sh	저 통에 호밍 어택을\n쓸 수 있을 것 같아!
pir_hint_sword_so	저기 박힌 검에\n호밍 어택을 쓸 수 있겠어.
pir_hint_sword_sh	저기 박힌 검에\n호밍 어택을 쓸 수 있을 것 같아!
pir_hint_horn_so	저 마신은 뿔이 약점인 모양이네.
pir_hint_horn_sh	저 마신은 뿔이 약점인 것 같아.
pir_hint_shock_so	몸에 전기를 두를 때는\n호밍 어택을 하지 않는 게 좋겠어.
pir_hint_shock_sh	몸에 전기를 두를 때는\n호밍 어택을 하면 안 돼.
pir_hint_blade_so	이 사이로 지나갈 수 있을까?
pir_hint_blade_sh	사이를 빠져나갈 수 있지 않을까?
pir_hint_cannonball_so	날아오는 포탄에 맞으면 위험하겠어.
pir_hint_cannonball_sh	날아오는 포탄을 조심해!
pir_hint_surf_speed_sh	파도가 와! 속도를 올려!
pir_boss_intro_so	얌전히 있어! 네가 가진\n세계 링에 볼일이 있거든!
pir_boss_intro_sh	정말! 이래서는 누가\n해적인지 모르겠잖아!
pir_boss_hit_so	이야! 제대로 먹혔는데!
pir_boss_hit_sh	해냈어! 계속 가자!
pir_boss_hit2_sh	또 하나 뽑았어! …그런데\n조금 불쌍해지기도 하네.
pir_boss_hit3_so	자, 이제 하나 남았어!\n낚시도 이걸로 끝인가?
pir_boss_hit3_sh	저쪽도 필사적이야!\n방심하지 마, 소닉!
pir_boss_defeat_so	기운 내! 뿔 정도야\n또 자라날 거야!
pir_hint_damage_sh	저 뿔이 녀석의 힘의 근원인 것 같아!\n어떻게 할 수 없을까…?
pir_hint_damage2_sh	저 뿔, 어쩌면 매달리면\n뽑아낼 수 있지 않을까?
skeleton_dome	스켈레톤 돔
skeleton_dome_description	지하에 숨겨진 왕가.
ske_snow_so	뭔가 내려오고 있어.
ske_snow_sh	눈? 아니, 달라…
ske_bones_so	거추장스러운 뼈네!
ske_bones_sh	튀어나온 뼈를 이용하면\n위로 올라갈 수 있겠어!
ske_femur_so	너덜너덜하잖아.
ske_femur_sh	호밍 어택으로 부술 수 있겠어!
ske_top_so	올라가 볼까?
ske_top_sh	우와… 엄청 크네…\n위에 뭐가 있으려나?
ske_fall1_so	떨어지면 끝장이겠는데.
ske_fall1_sh	조심해.
ske_fall2_so	내가 그런 실수를 할 것 같아?
ske_fall2_sh	떨어지면 위험해.\n신중하게 가자.
ske_sword_so	그렇게 느린 공격에 맞겠냐!
ske_sword_sh	양손의 검을 조심해!
ske_eyes_so	친절하기도 하셔라.
ske_eyes_sh	저 해골의 눈이\n힌트인 것 같아.
ske_treasure1_so	이야, 원하는 만큼 가져가도 되겠네.
ske_treasure2_so	조금 챙겨 볼까!
ske_treasure1_sh	보물이 한가득이야!
ske_treasure2_sh	이것 봐!\n보물이 잔뜩 있어!
ske_tomb_so	여긴 무덤인가?
ske_tomb_sh	투기장처럼 보이기도 하네…
ske_king1_so	드디어 찾았군.
ske_king2_so	뭘 이렇게 깊숙한 곳에 있는 거야.
ske_king1_sh	어서 왕을 만나야 해!
ske_king2_sh	분명 여기에 솔로몬 왕이 있을 거야!
ske_rampage_so	마신 퇴치라… 재밌겠는데!
ske_rampage_sh	너무 무리하지는 마!
ske_switch_so	틀리지 않게 해야겠어.
ske_switch_sh	정답인 것 같아!\n다음으로 가자!
ske_switch2_so	좋아! 다음 스위치!
ske_switch2_sh	다음, 다음!
ske_switch_fail_so	젠장, 틀렸어.
ske_switch_fail_sh	틀린 것 같네.
ske_revive_so	죽은 자가 되살아난 건가?
ske_revive_sh	악취미네.
ske_lots_so	전부 날려 버리면 되는 거지?
ske_lots_sh	엄청 많이 나왔네…
ske_more_so	휴, 끊임없이 나오는군.
ske_more_sh	내 팬들은 아닌 것 같네.
ske_dome_so	과연.\n그래서 스켈레톤 돔인가…
ske_dome_sh	엄청 크네…
ske_body_so	몸을 찾으라고 해도 말이지.
ske_body_sh	어디에 있으려나…
ske_search_so	찾다 보면 나오겠지.
ske_search_sh	어디부터 찾아야 할까?
ske_hand_sh	소닉, 저걸 쫓아가!
night_palace	나이트 팰리스
night_palace_description	어두운 밤에 떠오른 궁전.
nig_opening_sh	여기에 이레이저가…
nig_opening_so	그래… 당장 붙잡아 주겠어!
nig_footing_so	금방이라도 무너지겠는데!
nig_footing_sh	서둘러!
nig_footing2_sh	서두르지 않으면 무너질 거야!
nig_footing2_so	알고 있다니까!
nig_trap_sh	함정이야! 어떡하지…
nig_trap_so	상관없어!
nig_enemy_so	저쪽도 마지막 발악인가 보군!
nig_enemy_sh	저쪽도 필사적인 것 같아!
nig_carpet_sh	다음은 하늘 산책인가?
nig_carpet_so	제법 멋진 걸 준비했잖아!
nig_carpet2_so	절경이네!
nig_carpet2_sh	느긋하게 구경할 시간은 없어!
nig_entrance_so	이 앞에 있는 거지?
nig_entrance_sh	분명…
nig_stretch_event_so	뭐, 뭐야?
nig_stretch_event_sh	방이 늘어났어!
nig_warp_sh	뭔가 나타났어…
nig_warp_so	여기로 뛰어들라는 건가…
nig_spirit_world_sh	여긴 어디지?
nig_spirit_world_so	정말 성 안이 맞아?
nig_gate_sh	문이 원래대로 돌아오고 있어!
nig_gate_so	정말 뭐든 다 되는군…
nig_end_so	드디어 여기까지 왔어!
nig_end_sh	마음을 단단히 먹고 가자!
nig_rampage_start_so	후딱 끝내 버릴까!
nig_rampage_start_sh	응!
nig_lost_so	여긴 어디야?
nig_lost_sh	이상한 느낌이 들어.
nig_deja_vu_so	뭔가 이상한 느낌인데…
nig_deja_vu_sh	소닉!\n여기 아까 그 방의 벽이야!
nig_spinning_room_sh	방이 회전했어?
nig_spinning_room_so	그런 것 같네!
nig_boss_intro_so	이제 슬슬 결판을 내려고 했어.
nig_boss_intro_er	덤벼라! 시궁쥐!\n네놈의 허튼소리도 이제 지겹다!
nig_boss_grunt_er	흥!
nig_boss_warn_er	받아라…!
nig_boss_warn_sh	이레이저가 검을 휘두르는 움직임을 잘 봐!
nig_boss_duel_er	덤벼라, 소닉! 승부다!
nig_boss_duel2_er	덤벼라, 시궁쥐! 승부다!
nig_boss_duel_sh	조심해, 소닉! 정면으로 달려들어서는 당할 뿐이야!
nig_boss_duel_so	바라던 바다!
nig_boss_duel_final_so	좋아! 슬슬 마무리해 주지!
nig_boss_duel_hint1_sh	(달려들 때 타이밍을 맞춰\n카운터를 노려 봐.)
nig_boss_duel_hint2_sh	(속도를 줄여!)
nig_boss_duel_hint3_sh	(타이밍을 잘 봐… 순간이야.)
nig_boss_duel_hint4_sh	(일대일 승부야! 점프할 준비를 해.)
nig_boss_hint_sh	(타이밍을 맞춰\n카운터를 노릴 수 없을까…)
nig_boss_hit1_so	흥! 효과가 있나 보네.\n아직 더 간다!
nig_boss_hit1_er	흥, 하찮군.\n한 번 맞혔다고 우쭐대다니…!
nig_boss_hit2_so	왜 그래, 이레이저?\n어디 몸이라도 안 좋아?
nig_boss_hit2_er	기어오르지 마라, 시궁쥐!\n네놈의 움직임은 이미 간파했다!
nig_boss_defeat_er	으… 여기까지 해낼 줄은…!
nig_boss_defeat_so	거기까지다, 이레이저!\n네가 졌어!
last_intro_er	나는… 창조주…
last_intro2_er	세계를 이야기로… 엮어 내는 자…
last_intro_so	뭐라고? 아무것도 없잖아.\n이런 세계는 사양하겠어!
last_charge_sh	[button_attack]을 누르면 언제든\n소울 게이지를 채울 수 있어.
last_charge_so	샤라!
last_slash_er	후하하하!\n내게 따라붙지도 못하겠느냐?
last_slash_so	녀석이 할퀴기 전에 나타나는 빛줄기를\n잘 보면 피할 수 있겠어.
last_spirit_bomb_er	기적이라도 일어나지 않는 한\n나의 공격을 피할 수 없다!
last_spirit_bomb_hint_so	‘타임 브레이크’와 ‘스피드 브레이크’를\n쓰면 어떻게든 될 것 같아…!
last_spirit_bomb_hint2_so	저 커다란 빛의 구체…\n카운터로 되받아칠 수 있겠어.
last_spirit_bomb_hint_sh	(저 빛의 구체를 되받아칠 수 없을까…)
last_spirit_bomb_hint2_sh	(저 빛의 구체,\n속도가 조금만 더 있다면…)
last_push_sh	굉장해! 소울 게이지가\n계속 줄어들고 있어.
last_push2_sh	이대로는 밀리고 말 거야!
last_push3_sh	[button_attack]을 눌러\n소울 게이지를 끌어올려!
last_push4_sh	지금이야! [button_attack]을 눌러!
last_kick_so	하! 이건 인사 대신이다!
last_multipunch_sh	(연속으로 공격해!)
last_gravity_so	저 소용돌이에 빨려 들어가면\n골치 아프겠어.
last_phase2_er	크으으…! 네놈도\n이 힘을…!?
last_defeat_er	크아아아아아악!
last_defeat_so	허튼소리는 끝이다, 이레이저.\n네 이야기는 너무 어두워.
nig_hint_spears_so	뭔가 날아오잖아!
nig_hint_spears_sh	갈라진 길도 조심해!
nig_hint_spears2_sh	뭔가 와! 조심해!
nig_hint_spears2_so	이런 걸로 날 노린다는 거야?
nig_hint_hourglass_sh	뭐지, 이 모래시계?
nig_hint_hourglass_so	무슨 스위치일지도 몰라.
nig_hint_gas_so	이 가스… 위험한데…
nig_hint_gas_sh	체력이 계속 줄어들고 있어.
nig_hint_catapult_so	타이밍을 잘 맞춰야겠어!
nig_hint_catapult_sh	응!
mods_description	커뮤니티에서 만든 스테이지 MOD입니다.
result_score	Score
result_time	Time
result_ring	Ring Bonus
result_technical	Technical Bonus
result_total	Total
exp_total	exp
exp_score	Score Bonus
exp_skill	Skill Bonus
exp_mission	First Clear Bonus
exp_accumulated	Replay Bonus
exp_level	Level
exp_sp	Skill Points
exp_soul	Soul Gauge
skill_select_level	LEVEL:0
skill_sp_shortage	SP가 부족합니다.
skill_element_requirement_wind	바람 스킬이 [AMOUNT]개 더 필요합니다.
skill_element_requirement_wind_multiple	바람 스킬이 [AMOUNT]개 더 필요합니다.
skill_element_requirement_fire	불꽃 스킬이 [AMOUNT]개 더 필요합니다.
skill_element_requirement_fire_multiple	불꽃 스킬이 [AMOUNT]개 더 필요합니다.
skill_element_requirement_dark	어둠 스킬이 [AMOUNT]개 더 필요합니다.
skill_element_requirement_dark_multiple	어둠 스킬이 [AMOUNT]개 더 필요합니다.
skill_equip_conflict	SKILL을 장착하면 CONFLICT 장착이 해제됩니다.\n\n계속하시겠습니까?
skill_unequip_conflict	SKILL 장착을 해제하면 CONFLICT 장착도 해제됩니다.\n\n계속하시겠습니까?
skill_autorun	오토 런
skill_autorun_description	소닉이 자동으로 전진합니다.
skill_charge_jump	차지 점프
skill_charge_jump_description	원작 정식판의 차지 점프를 복원합니다.
skill_variable_jump_height	가변 점프 높이
skill_variable_jump_height_description	점프 버튼을 누르는 시간에 따라 점프 높이가 달라집니다.
skill_free_roam	프리 로밍
skill_free_roam_description	소닉이 뒤로 달릴 수 있게 됩니다.
skill_quick_start	퀵 스타트
skill_quick_start_description	미션 시작 전 카운트다운이 짧아집니다.
skill_locked_soul_gauge	게이지 록
skill_locked_soul_gauge_description	소울 게이지에 펄을 100개까지만 저장할 수 있습니다.
skill_speed_up	스피드 업
skill_speed_up1	슈퍼 스피드 업
skill_speed_up2	하이퍼 스피드 업
skill_speed_up3	서브 하이퍼 스피드 업
skill_speed_up_description	최고 속도가 조금 증가합니다.
skill_speed_up_description1	최고 속도가 제법 증가합니다.
skill_speed_up_description2	최고 속도가 크게 증가합니다.
skill_speed_up_description3	최고 속도가 크게 증가하지만\n방어력이 감소합니다.
skill_slow_turn	슬로 턴
skill_slow_turn1	슈퍼 슬로 턴
skill_slow_turn2	하이퍼 슬로 턴
skill_slow_turn_description	좌우 이동 감도가 조금 감소합니다.
skill_slow_turn_description1	좌우 이동 감도가 제법 감소합니다.
skill_slow_turn_description2	좌우 이동 감도가 크게 감소합니다.
skill_quick_turn	퀵 턴
skill_quick_turn1	슈퍼 퀵 턴
skill_quick_turn2	하이퍼 퀵 턴
skill_quick_turn_description	좌우 이동 감도가 조금 증가합니다.
skill_quick_turn_description1	좌우 이동 감도가 제법 증가합니다.
skill_quick_turn_description2	좌우 이동 감도가 크게 증가합니다.
skill_traction_up	차저
skill_traction_up1	터보 차저
skill_traction_up2	로켓 차저
skill_traction_up3	서브 로켓 차저
skill_traction_up_description	가속력이 조금 증가합니다.
skill_traction_up_description1	가속력이 제법 증가합니다.
skill_traction_up_description2	가속력이 크게 증가합니다.
skill_traction_up_description3	가속력이 크게 증가하지만\n방어력이 감소합니다.
skill_turnaround_up	하드 브레이크
skill_turnaround_up_description	브레이크 입력으로 급정지할 수 있습니다.
skill_grind_up	퀵 그라인드
skill_grind_up1	패스트 그라인드
skill_grind_up2	마하 그라인드
skill_grind_up3	서브 마하 그라인드
skill_grind_up_description	그라인드 속도가 조금 증가합니다.
skill_grind_up_description1	그라인드 속도가 제법 증가합니다.
skill_grind_up_description2	그라인드 속도가 크게 증가합니다.
skill_grind_up_description3	그라인드 셔플을 자동으로 사용하지만\n사용 중 링을 소모합니다.
skill_all_rounder	올라운더
skill_all_rounder_description	이동 속도가 느려지는 지형에서\n감속률이 줄어듭니다.
skill_pearl_range	펄 컬렉터
skill_pearl_range_description	근처에 있는 펄을 끌어당겨 회수합니다.
skill_pearl_respawn	소울 리저렉션
skill_pearl_respawn_description	소울 게이지를 소모하여\n쓰러졌을 때 부활할 수 있습니다.
skill_pearl_damage	소울 아머
skill_pearl_damage1	서브 소울 아머
skill_pearl_damage_description	피해를 받을 때 잃는 소울 파워가 줄어듭니다.
skill_pearl_damage_description1	피해를 받을 때 잃는 소울 파워가 크게 줄지만\n방어력이 감소합니다.
skill_ring_loss_convert	소울 배리어
skill_ring_loss_convert1	서브 소울 배리어
skill_ring_loss_convert_description	링을 잃을 때\n소울 게이지가 증가합니다.
skill_ring_loss_convert_description1	링을 잃을 때 소울 게이지가 크게 증가하지만\n방어력이 감소합니다.
skill_ring_pearl_convert	링 익스체인지
skill_ring_pearl_convert_description	얻은 링 하나를\n펄 2개로 환산합니다.
skill_ring_range	링 컬렉터
skill_ring_range_description	근처에 있는 링을 끌어당겨 회수합니다.
skill_ring_spawn	링 보너스
skill_ring_spawn_description	미션을 시작할 때\n보유 링이 증가합니다.
skill_ring_respawn	파워 리스타트
skill_ring_respawn_description	쓰러졌다가 부활할 때\n보유 링이 증가합니다.
skill_ring_damage	링 세이버
skill_ring_damage_description	피해를 받을 때 잃는\n링의 수가 줄어듭니다.
skill_slide_attack	볼케이노 슬라이더
skill_slide_attack_description	슬라이딩 중 공격력이 부여됩니다.
skill_slide_defense	이지스 슬라이더
skill_slide_defense_description	슬라이딩 중 피해를 받지 않습니다.
skill_slide_exp	소울 슬라이더
skill_slide_exp_description	슬라이딩 중 서서히\n경험치를 얻습니다.
skill_slide_distance	스키머
skill_slide_distance1	슈퍼 스키머
skill_slide_distance2	하이퍼 스키머
skill_slide_distance_description	슬라이딩 중 감속률이\n조금 줄어듭니다.
skill_slide_distance_description1	슬라이딩 중 감속률이\n제법 줄어듭니다.
skill_slide_distance_description2	슬라이딩 중 감속률이\n크게 줄어듭니다.
skill_stomp_dash	캔슬 대시
skill_stomp_dash_description	점프 캔슬 후 착지할 때\n초기 속도가 증가합니다.
skill_stomp_exp	캔슬 업소버
skill_stomp_exp_description	점프 캔슬 후 착지할 때\n경험치를 얻습니다.
skill_stomp_attack	파이어 게이즈
skill_stomp_attack_description	점프 캔슬 중\n공격력이 부여됩니다.
skill_stomp_bounce	바운드 점프
skill_stomp_bounce_description	지면에 착지할 때 액션 버튼을 길게 눌러\n다시 튀어 오릅니다.
skill_accel_jump_attack	파이어 태클
skill_accel_jump_attack1	서브 파이어 태클
skill_accel_jump_attack_description	숏 점프 중 공격력이 부여됩니다.
skill_accel_jump_attack_description1	숏 점프 중 공격력이 부여되지만\n방어력이 감소합니다.
skill_spin_jump	스핀 점프
skill_spin_jump_description	점프 중 적과 부딪힐 때\n공격력이 부여됩니다.
skill_armor_jump	아머 점프
skill_armor_jump_description	점프 중 적과 부딪힐 때\n방어력이 증가합니다.
skill_double_jump	더블 점프
skill_double_jump_description	공중에서 한 번 더 점프할 수 있습니다.
skill_backstep_attack	파이어 스텝
skill_backstep_attack_description	백플립에 공격력이 부여됩니다.
skill_land_dash	랜딩 대시
skill_land_dash_description	착지할 때 초기 속도가 증가합니다.
skill_land_soul	소울 업소버
skill_land_soul1	소울 어시밀레이터
skill_land_soul2	소울 디바우러
skill_land_soul3	서브 소울 디바우러
skill_land_soul_description	착지할 때 소울 게이지가 조금 증가합니다.
skill_land_soul_description1	착지할 때 소울 게이지가 제법 증가합니다.
skill_land_soul_description2	착지할 때 소울 게이지가 크게 증가합니다.
skill_land_soul_description3	착지할 때 소울 게이지가 크게 증가하지만\n링을 소모합니다.
skill_rocket_start	로켓 스타트
skill_rocket_start1	워프 대시
skill_rocket_start_description	카운트다운이 끝날 때\n액션 버튼을 누르면 가속합니다.
skill_rocket_start_description1	로켓 스타트에 성공하면\n소울 게이지가 증가합니다.
skill_down_cancel	다운 캔슬
skill_down_cancel_description	피해를 받는 중 점프 버튼을 눌러\n다운 상태를 취소합니다.
skill_fire_soul_lockon	파이어 록온
skill_fire_soul_lockon_description	파이어 소울을 록온하여\n호밍 어택할 수 있게 됩니다.
skill_splash_jump	스플래시 점프
skill_splash_jump_description	공중에서 점프 대시로 장애물과 충돌하면\n한 번 더 점프합니다.
skill_drift_exp	엑스퍼트 드리프트
skill_drift_exp_description	드리프트 중 경험치가 증가하지만\n액션 버튼을 정확한 타이밍에 눌러야 합니다.
skill_rank_preview	랭크 미리 보기
skill_rank_preview_description	게임 중 현재 랭크를 표시합니다.
skill_perfect_homing_attack	퍼펙트 호밍 어택
skill_perfect_homing_attack_description	정확한 타이밍에 호밍 어택을 사용하면\n공격력이 증가합니다.
skill_grounded_homing_attack	그라운드 호밍 어택
skill_grounded_homing_attack_description	지상에서도 호밍 어택을 시작할 수 있습니다.
skill_air_boost	에어 부스트
skill_air_boost_description	공중에서 스피드 브레이크를 사용할 수 있습니다.
skill_instant_speed_break	인스타 브레이크
skill_instant_speed_break_description	스피드 브레이크의\n발동 시간을 줄입니다.
skill_quick_step	퀵 스텝
skill_quick_step_description	달리는 중 스텝 버튼을 누르면\n옆으로 빠르게 이동합니다.
skill_quick_step1	퀵 슬라이드
skill_quick_step_description1	달리는 중 스텝 버튼을 길게 누르면\n옆으로 슬라이드합니다.
skill_light_speed_dash	라이트 스피드 대시
skill_light_speed_dash_description	링 근처에서 라이트 대시 버튼을 누르면\n링을 따라 이동합니다.
skill_light_speed_attack	라이트 스피드 어택
skill_light_speed_attack_description	호밍 어택 중 공격 버튼을 길게 눌러\n여러 적을 빠르게 공격합니다.
skill_crest_wind	크레스트 오브 윈드
skill_crest_wind_description	최고 속도로 달릴 때 링을 소모하여\n속도를 더욱 높입니다.
skill_crest_fire	크레스트 오브 파이어
skill_crest_fire_description	적에게 호밍 어택을 사용하면\n큰 폭발을 일으킵니다.
skill_crest_dark	크레스트 오브 다크니스
skill_crest_dark_description	최고 속도로 달릴 때 소울 게이지가 증가하며,\n게이지가 차 있으면 방어력이 증가합니다.
skill_darkspine	다크스파인 소닉
